    #         X           Y           Z       CHARGE      MIN DIST   ATOMIC VOL
 --------------------------------------------------------------------------------
    1    0.044075    3.645319    1.631794    0.153866     0.612240     3.092151
    2    2.508158    1.805227    1.643132    0.150924     0.613288     3.137331
    3    2.509283    1.806293    4.741483    0.150755     0.618410     3.140731
    4    0.044660    3.645897    4.752056    0.153650     0.599743     3.087293
    5    0.055246    0.934791    3.193243    0.143383     0.637058     3.236921
    6    2.554969    4.462831    0.024624    0.148018     0.625735     3.186883
    7    0.107978    3.651166    7.718657    0.161290     0.601467     3.015393
    8    2.433837    1.777037    7.877413    0.157550     0.622863     3.085835
    9    2.433799    1.779121   11.034243    0.157489     0.629876     3.090208
   10    0.107334    3.652979   11.191373    0.160928     0.591193     3.008106
   11    0.086767    0.545417    9.456519    0.158745     0.619762     3.071261
   12    2.556547    4.464110    6.357064    0.147391     0.615081     3.168422
   13    4.119523    2.564617    9.454698    0.154146     0.632224     3.007135
   14    4.919198    0.915227    0.057513    3.095333     0.781631     8.263062
   15    2.477627    4.520232    3.191648    3.115734     0.773410     8.305813
   16    4.920371    0.916369    6.327315    3.094653     0.774596     8.267920
   17    2.457564    4.524611    9.454360    3.232016     0.810335     9.109335
   18    0.544161    1.786630    1.459455    7.116703     0.723747    16.958977
   19    3.194294    0.894724    0.079617    7.096736     0.831698    15.799846
   20    0.545134    1.787608    4.926346    7.119442     0.732155    16.998813
   21    3.020375    3.680272    1.771209    7.112408     0.734588    16.712674
   22    3.021638    3.680967    4.612003    7.110937     0.735046    16.739393
   23    3.021374    0.735173    3.193026    7.117652     0.770762    16.515923
   24    0.580136    4.726634    0.111601    7.113674     0.754558    16.290995
   25    0.744998    4.523911    3.192382    7.091879     0.815306    15.875631
   26    0.486653    1.693047    7.815745    7.139193     0.737194    16.083070
   27    3.195453    0.895402    6.305408    7.096810     0.831924    15.805190
   28    0.486464    1.694404   11.097062    7.142473     0.736022    16.156427
   29    3.096381    3.588458    8.010237    7.278952     0.789889    16.586850
   30    3.096559    3.590397   10.899337    7.278558     0.787727    16.610169
   31    3.075134    0.803573    9.456291    7.279326     0.812972    16.319657
   32    0.582047    4.727978    6.270331    7.114356     0.754561    16.286137
   33    0.672207    4.223013    9.455067    7.255027     0.806655    15.775070
 --------------------------------------------------------------------------------
    VACUUM CHARGE:               0.0000
    VACUUM VOLUME:               0.0000
    NUMBER OF ELECTRONS:       129.0000
